Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
Yoane Wissa,cd COD,FW,Brentford,eng Premier League,28.0,1996.0,30,29,2470,27.4,0.58,0.69,0.58,0.69,0.54,0.61,0.54,0.61,43.0,12.0,27.9,22.0,51.2,29.23,1.06,4.53,11.86,13.32,5.04,29.23,1.57,0.44,0.8,17.23,104.64,49.09,1.75,0.73,0.95,2.26,0.99,20.77,4.78,2.11,0.29,1.31,0.0,0.11,0.33,0.33,0.04,0.26,0.0,0.0,0.0,0.04,0.0,394.0,511.0,77.1,5724.0,1374.0,242.0,280.0,86.4,113.0,150.0,75.3,25.0,41.0,61.0,0.11,0.07,0.05,0.04,0.84,1.46,0.33,0.04,2.04,18.65,17.45,1.09,0.11,0.15,0.04,0.73,0.07,0.04,0.0,0.0,0.0,14.38,0.11,0.73,2.7,1.24,0.22,0.47,0.2,1.1,1.1,47.5,0.07,0.0,0.0,0.95,1.61,0.51,0.29,0.29,0.04,0.0,2.23,1.02,1.13,0.66,0.22,0.18,0.26,0.33,0.84,0.51,0.91,0.18,0.95,0.73,0.11,39.1
Dani de Wit,nl NED,"MF,FW",Bochum,de Bundesliga,27.0,1998.0,24,11,1063,11.8,0.17,0.17,0.17,0.17,0.15,0.19,0.15,0.19,8.0,1.0,12.5,5.0,62.5,42.54,2.12,7.54,23.98,11.02,2.8,42.54,0.68,0.08,0.42,18.73,62.8,22.46,0.34,0.34,0.0,0.85,0.25,23.64,2.88,1.52,0.17,1.02,0.08,0.0,0.34,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,264.0,369.0,71.5,3660.0,918.0,158.0,205.0,77.1,72.0,99.0,72.7,14.0,21.0,66.7,0.0,0.03,0.04,-0.03,0.68,1.78,0.42,0.17,2.2,31.27,28.81,2.12,0.25,0.08,0.0,0.59,0.34,0.0,0.0,0.0,0.0,22.37,0.34,0.59,1.52,0.42,0.11,0.4,0.1,0.2,0.2,44.2,0.08,0.0,0.0,2.03,0.85,0.59,0.93,1.1,0.08,0.0,2.88,2.88,3.64,2.03,0.68,1.1,0.25,1.27,2.29,1.02,1.27,0.34,2.97,1.78,0.08,55.6
Maximilian Wittek,de GER,"DF,MF",Bochum,de Bundesliga,29.0,1995.0,29,28,2347,26.1,0.0,0.0,0.0,0.0,0.05,0.19,0.05,0.19,28.0,12.0,42.9,12.0,42.9,63.26,3.75,17.93,29.54,16.36,0.57,63.26,1.07,0.46,0.46,25.48,113.98,58.28,1.49,1.34,0.15,1.23,0.38,28.39,2.76,3.45,0.23,2.07,1.0,0.04,0.19,0.15,0.0,0.11,0.04,0.0,0.04,0.04,0.0,921.0,1326.0,69.5,17292.0,7843.0,368.0,442.0,83.3,432.0,561.0,77.0,107.0,252.0,42.5,0.0,0.15,0.21,-0.15,1.57,3.49,1.3,0.61,4.48,50.8,36.82,13.79,2.41,0.27,0.23,5.25,9.23,2.15,1.3,0.77,0.0,35.29,0.19,1.42,1.46,0.23,0.0,0.0,0.03,-1.2,-1.2,46.5,0.31,0.0,0.0,1.19,1.3,0.0,1.03,1.46,0.0,0.0,3.91,0.77,0.88,2.15,1.34,0.65,0.15,1.34,1.88,0.54,1.95,0.31,3.18,3.1,0.08,71.4
Marius Wolf,de GER,DF,Augsburg,de Bundesliga,29.0,1995.0,29,25,1978,22.0,0.05,0.18,0.05,0.18,0.03,0.16,0.03,0.16,41.0,19.0,46.3,20.0,48.8,58.82,2.32,12.68,24.55,22.41,1.91,58.82,1.86,0.86,0.91,25.59,102.95,56.59,1.55,0.82,0.36,1.0,0.64,31.68,3.82,3.46,0.27,2.27,0.73,0.27,0.05,0.14,0.0,0.14,0.09,0.05,0.0,0.0,0.0,747.0,1092.0,68.4,13099.0,5845.0,356.0,428.0,83.2,294.0,402.0,73.1,85.0,187.0,45.5,0.14,0.13,0.18,0.0,1.95,3.18,1.0,0.55,4.77,49.64,36.18,12.91,1.91,0.14,0.14,5.05,9.14,1.68,0.64,0.68,0.05,33.95,0.55,2.0,0.55,0.09,0.08,0.5,0.06,0.3,0.3,53.3,0.09,0.0,0.0,0.86,0.59,0.14,1.0,0.68,0.0,0.0,3.64,0.36,0.32,1.14,0.5,0.5,0.14,0.64,1.64,1.0,1.14,0.23,2.14,2.18,0.05,38.9
Nick Woltemade,de GER,"FW,MF",Stuttgart,de Bundesliga,23.0,2002.0,24,14,1321,14.7,0.61,0.75,0.48,0.61,0.52,0.76,0.41,0.65,61.0,28.0,45.9,31.0,50.8,45.17,1.02,3.47,19.73,22.52,8.57,45.03,4.15,1.9,2.11,26.33,129.32,55.31,1.63,1.77,1.22,4.97,2.86,35.85,7.41,4.22,0.61,2.93,0.0,0.54,0.54,0.14,0.07,0.27,0.0,0.27,0.07,0.0,0.0,291.0,416.0,70.0,3713.0,896.0,188.0,235.0,80.0,72.0,109.0,66.1,8.0,19.0,42.1,0.14,0.24,0.19,-0.11,1.97,1.84,1.22,0.0,3.06,28.3,27.62,0.54,0.0,0.34,0.14,0.41,0.0,0.0,0.0,0.0,0.0,19.8,0.14,0.75,2.18,1.16,0.22,0.41,0.19,1.4,1.0,39.8,0.34,0.07,0.07,1.43,2.18,0.41,0.07,0.34,0.0,0.0,2.93,2.65,4.01,0.54,0.14,0.27,0.14,0.34,0.61,0.27,1.29,0.07,0.61,0.75,0.07,55.6
Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,de Bundesliga,25.0,1999.0,23,17,1263,14.0,0.21,0.36,0.21,0.36,0.2,0.31,0.2,0.31,21.0,12.0,57.1,8.0,38.1,44.36,0.86,5.64,18.64,21.14,2.43,44.36,1.5,0.86,0.57,27.57,145.57,71.64,2.29,1.71,0.43,1.64,1.14,30.21,6.64,3.49,0.36,2.86,0.14,0.07,0.29,0.07,0.07,0.21,0.07,0.07,0.0,0.0,0.0,381.0,506.0,75.3,4914.0,1386.0,252.0,290.0,86.9,95.0,132.0,72.0,10.0,24.0,41.7,0.14,0.12,0.15,0.02,1.29,2.14,1.43,0.36,4.5,36.14,35.0,1.07,0.14,0.14,0.0,2.57,0.21,0.57,0.14,0.21,0.0,27.21,0.07,1.79,1.78,0.43,0.12,0.5,0.11,0.2,0.2,34.1,0.14,0.0,0.0,1.14,1.07,0.29,0.79,0.5,0.0,0.0,4.86,1.0,1.93,0.71,0.36,0.36,0.0,0.21,0.79,0.57,0.71,0.07,1.5,0.79,0.0,27.3
Chris Wood,nz NZL,FW,Nott'ham Forest,eng Premier League,33.0,1991.0,31,30,2509,27.9,0.68,0.79,0.57,0.68,0.4,0.48,0.31,0.4,11.0,4.0,36.4,6.0,54.5,22.83,1.15,2.72,11.0,9.18,2.83,22.72,0.39,0.14,0.22,11.33,40.18,15.41,0.47,0.32,0.18,2.26,0.82,16.92,2.65,1.4,0.18,1.11,0.0,0.07,0.14,0.0,0.07,0.14,0.0,0.0,0.0,0.0,0.04,270.0,408.0,66.2,3704.0,803.0,167.0,235.0,71.1,71.0,107.0,66.4,13.0,19.0,68.4,0.11,0.08,0.05,0.03,0.61,0.5,0.29,0.04,1.22,14.62,14.48,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,9.68,0.14,0.22,1.83,1.08,0.31,0.53,0.17,7.9,7.2,40.6,0.04,0.0,0.0,0.79,0.72,0.86,0.18,0.14,0.0,0.0,1.43,2.87,4.19,0.14,0.04,0.04,0.07,0.04,0.29,0.25,0.39,0.25,0.32,0.79,0.04,12.5
Christopher Wooh,cm CMR,DF,Rennes,fr Ligue 1,23.0,2001.0,19,16,1399,15.5,0.0,0.0,0.0,0.0,0.08,0.09,0.08,0.09,11.0,6.0,54.5,4.0,36.4,63.48,7.55,29.87,31.61,2.58,0.84,63.48,0.71,0.39,0.26,34.13,175.03,100.19,0.84,0.26,0.0,0.71,0.26,42.45,0.13,0.9,0.06,0.52,0.06,0.0,0.13,0.19,0.0,0.06,0.0,0.0,0.0,0.0,0.0,715.0,820.0,87.2,13786.0,5345.0,221.0,247.0,89.5,433.0,464.0,93.3,56.0,96.0,58.3,0.0,0.0,0.02,0.0,0.06,3.23,0.13,0.0,3.55,52.9,50.52,2.19,1.68,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,46.13,0.19,0.32,0.64,0.26,0.0,0.0,0.13,-1.3,-1.3,70.2,0.32,0.06,0.0,2.0,0.52,0.0,1.48,1.03,0.0,0.06,3.35,2.58,1.1,2.13,1.23,0.77,0.13,1.03,1.42,0.39,1.42,0.52,3.61,4.06,0.0,72.7
Luke Woolfenden,eng ENG,DF,Ipswich Town,eng Premier League,26.0,1998.0,13,10,1007,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.29,11.25,30.8,22.68,0.8,0.27,54.29,0.0,0.0,0.0,29.55,169.64,99.2,0.62,0.27,0.0,0.36,0.0,34.73,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,497.0,87.9,8028.0,2692.0,162.0,168.0,96.4,237.0,253.0,93.7,34.0,65.0,52.3,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,1.34,44.38,43.04,1.16,0.8,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.0,39.02,0.18,0.18,0.09,0.0,0.0,0.0,0.03,0.0,0.0,57.7,0.18,0.0,0.0,0.45,0.18,0.09,1.61,0.54,0.0,0.0,2.95,1.34,0.98,0.8,0.45,0.36,0.0,0.18,0.45,0.27,1.52,0.98,2.41,5.36,0.0,40.0
Granit Xhaka,ch SUI,MF,Leverkusen,de Bundesliga,32.0,1992.0,30,30,2631,29.2,0.07,0.31,0.07,0.31,0.03,0.18,0.03,0.18,15.0,7.0,46.7,8.0,53.3,95.48,2.5,14.08,59.01,22.77,0.45,95.48,0.51,0.24,0.27,50.92,187.47,95.24,1.34,1.64,0.0,0.55,0.41,74.28,2.29,3.87,0.62,3.63,0.14,0.0,0.03,0.07,0.0,0.58,0.03,0.0,0.0,0.0,0.0,2311.0,2574.0,89.8,38874.0,10946.0,1171.0,1249.0,93.8,884.0,959.0,92.2,203.0,265.0,76.6,0.24,0.15,0.16,0.09,1.61,11.75,1.23,0.14,10.24,88.15,84.21,3.6,1.99,0.24,0.75,0.96,0.82,0.03,0.03,0.0,0.0,79.14,0.34,0.62,0.68,0.1,0.1,0.67,0.04,1.1,1.1,61.7,0.1,0.0,0.0,1.03,0.99,0.0,0.38,0.82,0.0,0.0,5.31,1.27,0.79,1.44,0.45,0.79,0.21,0.75,1.3,0.55,0.96,0.24,1.82,1.54,0.14,57.9
Lamine Yamal,es ESP,FW,Barcelona,es La Liga,17.0,2007.0,30,27,2443,27.1,0.22,0.66,0.22,0.66,0.31,0.76,0.31,0.76,263.0,131.0,49.8,107.0,40.7,63.54,0.3,3.17,20.22,41.44,7.27,63.54,9.7,4.83,3.95,44.58,308.56,162.92,5.61,2.92,3.03,3.28,1.55,52.03,14.21,5.82,0.96,3.62,0.11,1.18,0.48,0.37,0.07,0.66,0.0,0.15,0.07,0.07,0.0,941.0,1265.0,74.4,13299.0,3881.0,585.0,683.0,85.7,271.0,374.0,72.5,47.0,98.0,48.0,0.44,0.45,0.37,-0.01,2.07,2.55,3.06,0.48,5.17,46.68,44.98,1.4,0.15,1.03,0.11,3.1,0.59,0.66,0.18,0.0,0.0,34.72,0.3,1.81,4.2,1.25,0.05,0.18,0.07,-2.4,-2.4,50.0,0.11,0.0,0.0,0.96,1.96,0.44,0.48,0.96,0.07,0.0,3.8,0.04,0.04,1.44,0.18,0.63,0.63,0.55,1.25,0.7,0.44,0.0,1.92,0.11,0.0,44.1
Yehor Yarmoliuk,ua UKR,MF,Brentford,eng Premier League,21.0,2004.0,26,10,1039,11.5,0.0,0.0,0.0,0.0,0.05,0.08,0.05,0.08,20.0,9.0,45.0,9.0,45.0,61.13,3.91,16.96,31.22,14.26,1.22,61.13,1.74,0.78,0.78,31.74,167.74,52.61,1.04,1.22,0.17,2.0,1.39,37.74,3.65,1.56,0.17,1.39,0.0,0.09,0.09,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,471.0,547.0,86.1,8216.0,1903.0,233.0,267.0,87.3,175.0,197.0,88.8,50.0,59.0,84.7,0.0,0.03,0.04,-0.03,0.52,4.87,0.52,0.26,3.91,47.57,46.96,0.52,0.17,0.26,0.7,1.13,0.35,0.0,0.0,0.0,0.0,40.96,0.09,0.87,0.78,0.17,0.0,0.0,0.07,-0.6,-0.6,58.3,0.35,0.0,0.0,0.96,0.7,0.17,0.78,1.91,0.0,0.0,7.22,0.61,0.43,2.96,1.04,1.39,0.52,1.83,3.74,1.91,2.0,0.52,3.74,2.35,0.0,48.8
Ryan Yates,eng ENG,MF,Nott'ham Forest,eng Premier League,27.0,1997.0,30,17,1775,19.7,0.1,0.15,0.1,0.15,0.11,0.17,0.11,0.17,18.0,9.0,50.0,5.0,27.8,48.12,3.76,12.84,23.5,12.28,1.93,48.12,0.91,0.46,0.25,19.29,94.21,43.15,0.86,0.91,0.05,1.17,0.91,24.87,0.61,1.77,0.15,1.22,0.0,0.05,0.3,0.1,0.1,0.1,0.0,0.0,0.05,0.0,0.0,559.0,681.0,82.1,8140.0,1749.0,300.0,338.0,88.8,199.0,232.0,85.8,26.0,47.0,55.3,0.05,0.06,0.03,-0.01,0.86,2.23,0.2,0.0,2.28,34.57,31.83,2.59,1.07,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,28.38,0.15,0.86,1.57,0.46,0.06,0.22,0.07,-0.3,-0.3,58.9,0.46,0.0,0.0,2.49,2.34,0.3,1.27,1.07,0.0,0.0,4.52,2.18,1.52,2.03,1.17,0.66,0.2,0.86,1.83,0.96,1.73,0.41,3.3,2.99,0.05,47.2
Bertuğ Yıldırım,tr TUR,FW,Getafe,es La Liga,22.0,2002.0,18,13,970,10.8,0.09,0.09,0.09,0.09,0.22,0.3,0.22,0.3,13.0,6.0,46.2,5.0,38.5,25.83,1.85,2.41,11.48,12.13,3.8,25.83,1.2,0.56,0.46,10.65,51.11,12.22,0.65,0.28,0.19,3.24,1.2,16.67,3.98,1.58,0.09,0.93,0.0,0.09,0.19,0.28,0.09,0.0,0.0,0.0,0.0,0.09,0.0,87.0,159.0,54.7,1172.0,266.0,47.0,84.0,56.0,28.0,46.0,60.9,4.0,8.0,50.0,0.0,0.08,0.05,-0.08,0.56,0.83,0.65,0.28,1.02,14.72,13.98,0.74,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,8.06,0.0,0.19,1.67,0.65,0.06,0.14,0.13,-1.4,-1.4,56.0,0.65,0.0,0.0,2.59,1.39,1.2,0.09,0.37,0.09,0.0,1.94,6.02,4.72,0.65,0.0,0.46,0.19,0.09,0.56,0.46,1.02,0.19,0.74,1.39,0.0,16.7
Kenan Yıldız,tr TUR,"FW,MF",Juventus,it Serie A,19.0,2005.0,31,25,2145,23.8,0.25,0.34,0.25,0.34,0.17,0.34,0.17,0.34,95.0,53.0,55.8,39.0,41.1,53.99,0.63,5.71,22.23,26.72,3.53,53.99,3.99,2.23,1.64,35.08,222.1,120.25,4.16,2.02,1.51,3.32,1.47,40.76,8.24,4.53,0.25,2.98,0.25,0.55,0.42,0.21,0.13,0.13,0.0,0.08,0.04,0.0,0.0,766.0,966.0,79.3,11814.0,3045.0,434.0,488.0,88.9,273.0,333.0,82.0,43.0,98.0,43.9,0.08,0.18,0.17,-0.09,1.93,2.56,1.81,0.5,4.29,40.59,37.9,2.52,0.25,0.25,0.08,4.24,0.63,1.55,0.76,0.59,0.0,32.18,0.17,0.84,2.22,0.8,0.11,0.32,0.08,2.0,2.0,21.2,0.04,0.0,0.0,0.88,1.89,0.17,0.21,1.18,0.0,0.0,4.24,0.29,1.09,2.14,0.46,1.05,0.63,0.67,1.13,0.46,1.01,0.0,2.35,0.46,0.13,59.3
Leny Yoro,fr FRA,DF,Manchester Utd,eng Premier League,19.0,2005.0,18,10,979,10.9,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.06,3.0,1.0,33.3,2.0,66.7,70.09,6.42,32.57,32.94,4.77,0.92,70.09,0.28,0.09,0.18,48.35,242.02,132.66,1.56,0.92,0.09,0.18,0.18,51.65,0.37,0.46,0.0,0.18,0.0,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,605.0,655.0,92.4,9807.0,3264.0,272.0,286.0,95.1,293.0,310.0,94.5,26.0,40.0,65.0,0.0,0.0,0.01,0.0,0.0,3.85,0.18,0.09,3.94,60.09,58.9,1.1,0.73,0.18,0.09,0.09,0.28,0.0,0.0,0.0,0.0,55.5,0.09,0.28,0.46,0.09,0.0,0.0,0.15,-0.7,-0.7,51.9,0.46,0.0,0.0,0.73,0.09,0.09,1.56,0.92,0.0,0.0,3.12,1.28,1.19,2.11,1.28,0.73,0.09,0.83,1.38,0.55,0.46,0.28,3.67,3.39,0.0,60.0
Ashley Young,eng ENG,"DF,FW",Everton,eng Premier League,39.0,1985.0,27,17,1586,17.6,0.06,0.23,0.06,0.23,0.02,0.1,0.02,0.1,14.0,5.0,35.7,7.0,50.0,57.67,2.9,17.67,24.6,15.68,0.51,57.67,0.8,0.28,0.4,22.56,116.31,66.82,1.08,1.36,0.06,0.45,0.06,29.15,1.42,2.04,0.34,1.53,0.34,0.0,0.06,0.06,0.06,0.23,0.0,0.0,0.06,0.0,0.06,591.0,848.0,69.7,10908.0,4949.0,282.0,322.0,87.6,230.0,304.0,75.7,73.0,179.0,40.8,0.17,0.09,0.11,0.08,1.08,3.86,0.97,0.45,4.6,48.18,36.88,10.97,1.08,0.11,0.17,3.58,9.03,0.74,0.4,0.34,0.0,33.58,0.34,1.02,0.34,0.17,0.17,0.33,0.04,0.7,0.7,50.0,0.34,0.06,0.0,1.36,0.97,0.0,1.25,1.59,0.0,0.0,3.41,0.57,0.57,2.84,1.25,1.19,0.4,1.76,2.78,1.02,0.57,0.17,4.09,3.3,0.06,63.3
Etienne Youte Kinkoue,fr FRA,DF,Le Havre,fr Ligue 1,23.0,2002.0,24,22,1960,21.8,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.06,2.0,2.0,100.0,0.0,0.0,60.32,10.69,33.17,25.28,2.11,0.64,60.32,0.09,0.09,0.0,33.26,184.77,97.2,0.32,0.32,0.0,0.23,0.05,39.91,0.18,0.51,0.0,0.41,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,1065.0,89.2,19592.0,6331.0,221.0,236.0,93.6,625.0,652.0,95.9,98.0,162.0,60.5,0.0,0.01,0.01,-0.01,0.14,2.43,0.14,0.05,2.57,48.85,45.83,3.03,2.39,0.0,0.18,0.09,0.18,0.0,0.0,0.0,0.0,43.58,0.0,0.14,0.55,0.05,0.0,0.0,0.1,-1.1,-1.1,59.5,0.18,0.05,0.0,0.64,0.23,0.0,1.15,0.41,0.0,0.09,2.52,1.15,0.78,0.83,0.46,0.32,0.05,0.55,0.83,0.28,1.56,0.96,1.97,6.28,0.14,66.7
Illia Zabarnyi,ua UKR,DF,Bournemouth,eng Premier League,22.0,2002.0,31,30,2662,29.6,0.0,0.0,0.0,0.0,0.03,0.05,0.03,0.05,8.0,5.0,62.5,2.0,25.0,59.86,6.99,27.87,30.44,2.2,0.37,59.86,0.27,0.17,0.07,37.36,242.06,144.76,0.81,0.68,0.0,0.47,0.1,37.47,0.14,0.95,0.0,0.84,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,1469.0,81.6,25439.0,9497.0,321.0,354.0,90.7,703.0,774.0,90.8,167.0,314.0,53.2,0.0,0.02,0.02,-0.02,0.37,4.36,0.2,0.0,4.16,49.63,48.61,0.95,0.81,0.14,0.17,0.17,0.03,0.0,0.0,0.0,0.0,40.51,0.07,0.27,0.27,0.0,0.0,0.0,0.12,-1.0,-1.0,64.4,0.1,0.03,0.0,0.57,0.2,0.0,1.15,1.08,0.0,0.0,4.73,2.26,1.25,1.55,0.88,0.64,0.03,1.01,1.45,0.44,1.08,0.64,2.7,5.1,0.07,69.8
Mattia Zaccagni,it ITA,FW,Lazio,it Serie A,29.0,1995.0,29,28,2293,25.5,0.31,0.55,0.24,0.47,0.24,0.4,0.18,0.34,86.0,40.0,46.5,33.0,38.4,48.31,0.86,4.9,18.82,25.25,3.41,48.24,3.37,1.57,1.29,30.24,222.71,106.67,3.25,2.08,1.02,1.53,1.41,36.0,8.39,3.57,0.31,2.31,0.75,0.04,0.24,0.2,0.04,0.24,0.08,0.0,0.0,0.0,0.0,730.0,975.0,74.9,11790.0,3289.0,387.0,429.0,90.2,260.0,346.0,75.1,62.0,142.0,43.7,0.24,0.16,0.14,0.08,1.96,1.8,1.37,0.16,4.0,38.24,32.75,5.41,1.33,0.35,0.2,5.22,0.71,3.37,1.73,1.02,0.0,28.63,0.08,1.02,1.69,0.55,0.14,0.43,0.11,1.8,1.3,51.5,0.35,0.0,0.0,1.18,3.33,0.24,0.94,0.94,0.0,0.0,2.94,0.67,0.63,1.25,0.47,0.63,0.16,0.55,1.06,0.51,0.59,0.04,2.2,0.75,0.08,51.9
Warren Zaïre-Emery,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,19.0,2006.0,25,21,1807,20.1,0.05,0.1,0.05,0.1,0.07,0.12,0.07,0.12,36.0,19.0,52.8,17.0,47.2,83.88,2.24,14.43,46.12,23.88,1.34,83.88,1.79,0.95,0.85,52.29,276.62,140.4,2.09,2.74,0.3,1.49,1.24,66.07,4.08,2.19,0.15,2.04,0.0,0.05,0.1,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,1377.0,1487.0,92.6,20109.0,4191.0,794.0,823.0,96.5,479.0,507.0,94.5,56.0,78.0,71.8,0.05,0.05,0.06,0.0,0.7,4.73,0.35,0.05,5.67,73.98,70.6,3.28,0.8,0.05,0.85,0.35,2.44,0.0,0.0,0.0,0.0,68.51,0.1,1.0,0.7,0.35,0.07,0.14,0.1,-0.4,-0.4,38.1,0.1,0.0,0.0,0.9,0.85,0.05,0.85,1.04,0.0,0.0,5.97,0.4,0.65,2.14,0.8,0.85,0.5,0.95,1.89,0.95,1.59,0.3,2.99,0.95,0.1,50.0
Denis Zakaria,ch SUI,MF,Monaco,fr Ligue 1,28.0,1996.0,22,21,1871,20.8,0.24,0.38,0.14,0.29,0.23,0.29,0.15,0.22,35.0,20.0,57.1,13.0,37.1,60.05,2.6,11.92,38.89,10.0,1.63,59.95,1.68,0.96,0.62,35.62,162.02,78.65,1.2,1.2,0.38,1.39,1.01,40.96,1.39,2.36,0.48,1.83,0.0,0.1,0.24,0.05,0.14,0.38,0.0,0.0,0.05,0.0,0.05,939.0,1033.0,90.9,13680.0,4256.0,546.0,578.0,94.5,339.0,365.0,92.9,32.0,50.0,64.0,0.14,0.06,0.08,0.08,0.67,3.8,0.87,0.1,4.33,49.66,48.03,1.59,1.49,0.19,0.1,0.19,0.1,0.0,0.0,0.0,0.0,45.14,0.05,0.34,1.11,0.34,0.13,0.43,0.14,0.2,-0.2,58.3,0.24,0.0,0.0,1.25,0.87,0.05,1.39,1.11,0.0,0.1,7.12,0.67,0.48,1.78,0.62,0.87,0.29,1.15,1.59,0.43,1.25,0.34,3.17,1.63,0.05,72.7
Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,it Serie A,29.0,1995.0,30,27,2441,27.1,0.22,0.33,0.22,0.33,0.14,0.21,0.14,0.21,40.0,22.0,55.0,16.0,40.0,57.2,1.81,9.59,33.25,15.02,2.25,57.2,1.48,0.81,0.59,28.82,130.81,48.67,0.77,0.89,0.22,1.55,1.11,41.29,3.87,2.47,0.26,2.07,0.0,0.15,0.07,0.04,0.15,0.15,0.0,0.07,0.0,0.04,0.0,1078.0,1280.0,84.2,16090.0,4146.0,612.0,689.0,88.8,377.0,429.0,87.9,55.0,78.0,70.5,0.11,0.08,0.08,0.03,0.89,4.28,0.63,0.07,4.54,47.23,46.31,0.92,0.52,0.04,0.22,0.81,0.41,0.0,0.0,0.0,0.0,39.78,0.0,0.92,1.33,0.41,0.17,0.55,0.1,2.3,2.3,57.0,0.18,0.0,0.0,1.18,1.03,0.07,1.11,0.92,0.04,0.04,4.83,2.1,1.59,1.4,0.22,1.0,0.18,0.48,1.18,0.7,0.7,0.22,2.51,1.25,0.04,40.6
